,학교명,위도,경도
23751,인헌고등학교,37.4723081,126.9704851
23752,광신고등학교,37.4644604,126.9259412
23753,광신방송예술고등학교,37.4644604,126.9259412
23754,남강고등학교,37.47137096,126.9248928
23755,미림마이스터고등학교,37.46610049,126.9319317
23756,미림여자고등학교,37.46610049,126.9319317
23757,서울관광고등학교,37.48781388,126.9437561
23758,서울문영여자고등학교,37.47290212,126.9509185
23759,서울미술고등학교,37.47669972,126.9667505
23760,서울여자상업고등학교,37.47290212,126.9509185
23761,성보고등학교,37.48072411,126.9209599
23762,영락고등학교,37.47653853,126.9454183
23763,영락의료과학고등학교,37.47653853,126.9454183
23764,서울정문학교,37.46171131,126.9169488
23765,서울새롬학교,37.49317188,126.9273739
23767,서울반포초등학교,37.50248725,126.9917412
23768,서울방배초등학교,37.48676057,126.9871353
23769,서울서래초등학교,37.49640067,126.9901605
23770,서울양재유치원,37.47418709,127.0318943
23771,서울어진유치원,37.46178568,127.0249665
23772,서울언남초등학교,37.45411515,127.061438
23773,서울우면초등학교,37.46471323,127.0237642
23774,서울우솔초등학교,37.45717101,127.0193635
23775,서울우암초등학교,37.47229079,127.0237223
23776,서울원명초등학교,37.5008686,127.016746
23777,서울청계숲유치원,37.44779635,127.057742
23778,구룡유치원,37.47112844,127.0491742
23779,동화유치원,37.49582954,127.0186554
23780,반포자이유치원,37.50786284,127.0115872
23781,새성민유치원,37.4806738,126.9961043
23782,새순유치원,37.48906156,126.9885743
23783,서초유치원,37.45609061,127.0162127
23784,석문유치원,37.49288157,127.0217359
23785,여나유치원,37.50038131,127.0155762
23786,영생유치원,37.50500764,126.9956772
23787,천사유치원,37.47479231,127.0320787
23790,서울교육대학교부설초등학교,37.49073844,127.015386
23791,서울매헌초등학교,37.47126029,127.0420615
23792,서울반원초등학교,37.51022407,127.0041247
23795,서울방일초등학교,37.48520232,126.9988481
23796,서울방현초등학교,37.47650468,126.9900774
23798,서울서원초등학교,37.50243678,127.0146218
23799,서울서이초등학교,37.49156204,127.0256205
23800,서울서일초등학교,37.4852982,127.0221625
23801,서울서초초등학교,37.4990438,127.0248901
23802,서울신동초등학교,37.51713298,127.0113859
23803,서울신중초등학교,37.48015462,127.00934
23804,서울양재초등학교,37.47418709,127.0318943
23810,서울원촌초등학교,37.50612207,127.0124584
23811,서울이수초등학교,37.47846677,126.9845562
23812,서울잠원초등학교,37.50174765,126.9980167
23813,계성초등학교,37.50489015,126.9966967
23814,경원중학교,37.51162669,127.0091283
23815,내곡중학교,37.45200507,127.0544455
23816,반포중학교,37.50305379,126.9916092
23817,방배중학교,37.494871,126.9978258
23818,서운중학교,37.49394993,127.0245378
23819,서일중학교,37.49853409,127.0231777
23820,서초중학교,37.48572596,127.0085994
23821,신동중학교,37.51691149,127.012916
23822,신반포중학교,37.5062638,126.9961129
23823,언남중학교,37.47261137,127.0442263
23824,영동중학교,37.46601521,127.0253978
23825,원촌중학교,37.50632094,127.0146953
23826,이수중학교,37.48062969,126.9898637
23827,동덕여자중학교,37.47597245,126.9921196
23828,서문여자중학교,37.48885589,126.9845514
23829,세화여자중학교,37.50199479,126.9942246
23830,반포고등학교,37.50270477,127.0165071
23831,서울고등학교,37.48428924,127.0048983
23832,서울웹툰애니메이션고등학교,37.46984309,126.9886973
23833,서초고등학교,37.48960953,127.0053819
23834,양재고등학교,37.4824243,127.0320822
23835,언남고등학교,37.47233121,127.0430088
23836,동덕여자고등학교,37.47597245,126.9921196
23837,상문고등학교,37.47975769,127.0039181
23838,서문여자고등학교,37.48885589,126.9845514
23839,세화고등학교,37.50199479,126.9942246
23840,세화여자고등학교,37.50199479,126.9942246
23841,서울나래학교,37.46402873,127.0515022
23842,다니엘학교,37.46016792,127.0923231
23844,서울개원초등학교,37.48136235,127.0590512
23845,서울개포유치원,37.4862731,127.0693022
23846,서울논현초등학교,37.50848885,127.0262265
23847,서울대왕초등학교,37.46462104,127.1055858
23848,서울대현초등학교,37.50394362,127.0636883
23849,서울도곡초등학교,37.49950918,127.0544697
23850,서울세명유치원,37.46885363,127.0910764
23851,서울수서초등학교,37.49101876,127.1015625
23852,서울신구유치원,37.52340129,127.0240419
23853,서울언주초등학교,37.48631927,127.0367925
23854,서울역삼초등학교,37.49316013,127.0325997
23855,서울영희초등학교,37.49230358,127.0811353
23856,서울율현초등학교,37.47456194,127.10826
23857,서울은곡유치원,37.46679865,127.0968892
23858,서울일원초등학교,37.48986913,127.0763026
23859,서울자곡초등학교,37.47241648,127.0998064
23860,서울청담초등학교,37.52827714,127.045158
23861,서울포이초등학교,37.47610232,127.0525483
23862,서울학동초등학교,37.51222847,127.0394802
23863,강남유정유치원,37.48301192,127.0949418
23864,남부유치원,37.48760449,127.0497573
23865,도곡렉슬유치원,37.49420903,127.0497302
23868,묘동유치원,37.49740798,127.0587711
23874,신아유치원,37.49325206,127.0791221
23875,영동제일유치원,37.51756702,127.0534278
23876,오즈의마법사유치원,37.46399496,127.1062036
23877,이화유치원,37.49233364,127.0745873
23878,청담몬테소리유치원,37.51934984,127.0465386
23879,초원유치원,37.47601652,127.0485923
23880,푸른유치원,37.4848701,127.0811697
23882,서울개일초등학교,37.48619102,127.0577922
23883,서울개포초등학교,37.48663909,127.0700101
23884,서울개현초등학교,37.48080149,127.0621789
23885,서울구룡초등학교,37.48122304,127.0517601
23887,서울대곡초등학교,37.49470934,127.0650247
23888,서울대도초등학교,37.49306968,127.0537253
23889,서울대모초등학교,37.48060038,127.0859933
23891,서울대진초등학교,37.49707283,127.0780009
23892,서울대청초등학교,37.4931478,127.0877631
23893,서울대치초등학교,37.49120537,127.061755
23896,서울도성초등학교,37.50146464,127.0488694
23897,서울봉은초등학교,37.52018634,127.0609968
23898,서울삼릉초등학교,37.51314467,127.0469228
23899,서울세명초등학교,37.46885363,127.0910764
23901,서울신구초등학교,37.52340129,127.0240419
23902,서울압구정초등학교,37.5317379,127.0308465
23903,서울양전초등학교,37.4904933,127.0697136
23904,서울언북초등학교,37.52012808,127.0447187
23908,서울왕북초등학교,37.4864849,127.0860687
23915,개원중학교,37.49190331,127.071415
23916,개포중학교,37.48047624,127.0620699
23917,구룡중학교,37.48603407,127.0561885
23918,대명중학교,37.50642725,127.0609993
23919,대왕중학교,37.48345811,127.087338
23920,대청중학교,37.49055702,127.0584046
23921,대치중학교,37.48457335,127.0470705
23922,도곡중학교,37.49238761,127.0450942
23923,봉은중학교,37.51894495,127.0623925
23924,세곡중학교,37.4719148,127.0919325
23925,수서중학교,37.4911062,127.1023982
23926,신구중학교,37.52743764,127.0316714
23927,신사중학교,37.52460003,127.0208133
23928,압구정중학교,37.5302418,127.0330042
23929,언북중학교,37.51926778,127.0331004
23930,언주중학교,37.51465655,127.0466887
23931,역삼중학교,37.49597667,127.0488032
23932,청담중학교,37.52866182,127.0448137
23933,단국대학교사범대학부속중학교,37.4956429,127.0577641
23934,숙명여자중학교,37.49147493,127.0526145
23935,은성중학교,37.48850565,127.0352944
23936,중동중학교,37.48835555,127.0786393
23937,진선여자중학교,37.50229789,127.048282
23938,휘문중학교,37.50529082,127.0619975
23939,국립국악고등학교,37.47628967,127.0511892
23940,개포고등학교,37.48477323,127.0596643
23941,경기고등학교,37.51756114,127.0560749
23942,경기여자고등학교,37.4867296,127.0654859
23943,서울로봇고등학교,37.48077717,127.0843856
23944,압구정고등학교,37.53117667,127.0327319
23945,청담고등학교,37.52802365,127.0438941
23946,단국대학교부속소프트웨어고등학교,37.4956429,127.0577641
23947,단국대학교사범대학부속고등학교,37.4956429,127.0577641
23948,대진디자인고등학교,37.49049688,127.095745
23949,서울세종고등학교,37.49048966,127.1030841
23950,수도전기공업고등학교,37.48493754,127.0644792
23951,숙명여자고등학교,37.49147493,127.0526145
23952,영동고등학교,37.52139066,127.043741
23953,은광여자고등학교,37.48850565,127.0352944
23954,중동고등학교,37.49376087,127.0808235
23955,중산고등학교,37.48574615,127.0814303
23956,중앙대학교사범대학부속고등학교,37.49197576,127.0521446
23957,진선여자고등학교,37.50229789,127.048282
23958,풍문고등학교,37.47133642,127.0999663
23959,현대고등학교,37.52547795,127.0223744
23960,휘문고등학교,37.50529082,127.0619975
23961,서울정애학교,37.51440341,127.0544405
23962,밀알학교,37.48577818,127.0820745
23965,서울가락초등학교,37.50020201,127.1077069
23966,서울거여초등학교,37.50505229,127.1409245
23967,서울거원초등학교,37.48767099,127.1446852
23968,서울남천초등학교,37.50144696,127.1507601
23969,서울방이초등학교,37.51342618,127.1204903
23970,서울세륜초등학교,37.51865432,127.1341963
23971,서울솔가람유치원,37.47802048,127.1409396
23972,서울솔방울유치원,37.50485203,127.1173898
23973,서울송전초등학교,37.50882873,127.0951283
23974,서울송파위례유치원,37.48468069,127.1473539
23975,서울송파초등학교,37.50702315,127.1113131
23976,서울신천초등학교,37.51400916,127.0950433
23977,서울아주초등학교,37.50586766,127.0757552
23978,서울영풍초등학교,37.49630003,127.1430037
23979,서울위례별유치원,37.47774795,127.1456122
23980,서울위례솔초등학교,37.48666925,127.1507236
23981,서울잠신초등학교,37.5141439,127.0879492
23982,서울잠일초등학교,37.5150752,127.0813769
23983,서울평화초등학교,37.49147567,127.122828
23986,란키즈유치원,37.4807696,127.1262885
23987,리아유치원,37.51668867,127.1377144
23988,리틀바움유치원,37.53011435,127.1193556
23989,불광유치원,37.50691768,127.1021188
23991,생명나무유치원,37.47799895,127.1293621
23992,석촌유치원,37.5028705,127.1066912
23993,송파유정유치원,37.4857212,127.1330607
23994,수정유치원,37.51597362,127.1153134
23995,아이코리아부속새세대유치원,37.48277291,127.1340445
23996,아주유치원,37.48840297,127.1462261
23997,예은유치원,37.50488989,127.1224791
23998,올림픽유치원,37.51668867,127.1377144
24000,위례우일유치원,37.4965413,127.157782
24001,은선유치원,37.49216833,127.1263256
24002,의명유치원,37.50639471,127.127359
24003,잠실럭키유치원,37.51343301,127.0904124
24005,제일무궁화유치원,37.49473466,127.1309889
24006,티움유치원,37.50110575,127.1152624
24008,햇빛유치원,37.52048807,127.1141289
24009,혜림유치원,37.49433317,127.135223
24010,홍익가족유치원,37.5061693,127.0949568
24011,서울가동초등학교,37.49748511,127.1300637
24013,서울가원초등학교,37.48944127,127.1110236
24014,서울가주초등학교,37.49642447,127.1291938
24015,서울개롱초등학교,37.49734783,127.1396329
24019,서울마천초등학교,37.49550431,127.1526254
24020,서울문덕초등학교,37.4853492,127.127807
24021,서울문정초등학교,37.48872045,127.129204
24022,서울문현초등학교,37.48281103,127.1306406
24023,서울방산초등학교,37.50956509,127.1210897
24025,서울버들초등학교,37.50801668,127.0902858
24026,서울삼전초등학교,37.50169613,127.093269
24027,서울석촌초등학교,37.50262496,127.1052012
24029,서울송례초등학교,37.47773939,127.138218
24032,서울신가초등학교,37.5004102,127.1198623
24036,서울오금초등학교,37.50949894,127.1316551
24037,서울오륜초등학교,37.51244794,127.1344602
24038,서울위례별초등학교,37.47911166,127.1447939
24040,서울잠동초등학교,37.51833552,127.0999346
24042,서울잠실초등학교,37.52027731,127.111258
24044,서울잠전초등학교,37.50733625,127.0838469
24045,서울잠현초등학교,37.52257896,127.1046126
24046,서울중대초등학교,37.49975723,127.1132652
24047,서울토성초등학교,37.53173511,127.1155801
24049,서울풍납초등학교,37.53529082,127.1175297
24050,서울풍성초등학교,37.52629505,127.1134834
24051,서울해누리초등학교,37.49841177,127.10213
24052,가락중학교,37.5026811,127.1186821
24053,가원중학교,37.49095427,127.1229924
24054,거원중학교,37.48752228,127.1465527
24055,문정중학교,37.4886089,127.1299629
24056,문현중학교,37.48068217,127.1278725
24057,방산중학교,37.50928123,127.1216925
24058,방이중학교,37.51500308,127.1132548
24059,서울체육중학교,37.52232556,127.129821
24060,석촌중학교,37.50145575,127.1211168
24061,세륜중학교,37.50892825,127.1312432
24062,송례중학교,37.4778315,127.139732
24063,송파중학교,37.49591623,127.1299235
24064,신천중학교,37.5162483,127.0792812
24065,아주중학교,37.50514238,127.0763409
24066,오금중학교,37.50544066,127.1287273
24067,오륜중학교,37.51618359,127.1388854
24068,오주중학교,37.50170224,127.1362353
24069,위례솔중학교,37.48726131,127.1503551
24070,잠신중학교,37.51626601,127.0873804
24071,잠실중학교,37.51691327,127.1001214
24072,풍납중학교,37.52534701,127.1156328
24073,풍성중학교,37.52563208,127.1127898
24074,해누리중학교,37.49841177,127.10213
24075,배명중학교,37.49771449,127.0957599
24076,보성중학교,37.5200892,127.1357296
24077,보인중학교,37.49757226,127.1395172
24078,영파여자중학교,37.53273931,127.1197434
24079,일신여자중학교,37.50175602,127.1142595
24080,정신여자중학교,37.50945695,127.0738447
24081,가락고등학교,37.50105139,127.1164279
24082,덕수고등학교,37.48567745,127.146879
24083,문정고등학교,37.48516909,127.1265992
24084,문현고등학교,37.48131043,127.1287584
24085,방산고등학교,37.50826314,127.1204942
24086,서울인공지능고등학교,37.49176552,127.1427049
24087,서울체육고등학교,37.52232556,127.129821
24088,오금고등학교,37.50453233,127.1289641
24089,잠신고등학교,37.51188682,127.0885422
24090,잠실고등학교,37.52292677,127.1065203
24091,잠일고등학교,37.51434562,127.0825736
24092,창덕여자고등학교,37.51613023,127.1402208
24093,배명고등학교,37.49771449,127.0957599
24094,보성고등학교,37.5200892,127.1357296
24095,보인고등학교,37.49757226,127.1395172
24096,영동일고등학교,37.50989424,127.0895504
24097,영파여자고등학교,37.53273931,127.1197434
24098,일신여자상업고등학교,37.50175602,127.1142595
24099,잠실여자고등학교,37.50175602,127.1142595
24100,정신여자고등학교,37.50945695,127.0738447
24101,광성하늘빛학교,37.53738024,127.1222349
24102,한국육영학교,37.48194166,127.132505
24103,서울강덕초등학교,37.55954456,127.1604814
24104,서울강빛초등학교,37.57434042,127.1707762
24105,서울강솔유치원,37.5618729,127.1802637
24106,서울고명초등학교,37.55297266,127.1474378
24107,서울고일초등학교,37.55154315,127.16941
24108,서울고현초등학교,37.55379915,127.1660462
24109,서울길동초등학교,37.53859205,127.1449761
24110,서울명일유치원,37.55341949,127.1419437
24111,서울선린초등학교,37.52975716,127.1455973
24112,서울신명초등학교,37.54092577,127.1499738
24113,서울위례초등학교,37.52231482,127.1394372
24114,서울천호초등학교,37.54772189,127.1365881
24115,가람유치원,37.54826066,127.1537837
24116,강동유정유치원,37.55056377,127.174955
24117,강일늘사랑유치원,37.56314796,127.1783255
24118,고덕유치원,37.55110948,127.169245
24119,구강사금강유치원,37.54485374,127.1288354
24121,녹원유치원,37.54852049,127.153577
24123,둔촌유치원,37.53138142,127.1397066
24124,명덕유치원,37.55987092,127.1531772
24125,반석유치원,37.54280803,127.1473384
24126,선아유치원,37.55032051,127.1698083
24127,성보나유치원,37.56034697,127.1694822
24128,예슬유치원,37.55344437,127.1256571
24129,오송유치원,37.5458496,127.1319246
24131,은새유치원,37.55237013,127.1526168
24132,준현유치원,37.53049264,127.1266262
24133,천호유치원,37.54165797,127.1316902
24134,한영중고등학교병설한영유치원,37.54926086,127.1575749
24135,화랑유치원,37.54292792,127.1377749
24137,서울강동초등학교,37.54635945,127.1301872
24138,서울강명초등학교,37.55455507,127.1736095
24140,서울강솔초등학교,37.5618729,127.1802637
24141,서울강일초등학교,37.56509672,127.1773872
24142,서울고덕초등학교,37.56129614,127.166076
24147,서울대명초등학교,37.54766228,127.1532698
24148,서울둔촌초등학교,37.52623803,127.1374576
24149,서울명덕초등학교,37.55675813,127.1450859
24150,서울명원초등학교,37.55129171,127.1505013
24151,서울명일초등학교,37.55455048,127.1425871
24152,서울묘곡초등학교,37.55870793,127.1530885
24153,서울상일초등학교,37.5475743,127.172668
24155,서울선사초등학교,37.55585092,127.1281983
24156,서울성내초등학교,37.53135413,127.1224977
24157,서울성일초등학교,37.52971287,127.1284116
24159,서울신암초등학교,37.5559197,127.1338792
24161,서울천동초등학교,37.54101809,127.1378308
24162,서울천일초등학교,37.54436493,127.1334355
24164,서울한산초등학교,37.52869719,127.1410724
24165,강동중학교,37.5696772,127.177835
24166,강명중학교,37.55543803,127.1748901
24167,강빛중학교,37.57434042,127.1707762
24168,강일중학교,37.55518603,127.1382904
24169,고덕중학교,37.56036379,127.1616494
24170,둔촌중학교,37.53083473,127.1463318
24171,명일중학교,37.55759404,127.1472947
24172,성내중학교,37.52906033,127.1291206
24173,신명중학교,37.54181294,127.1492961
24174,신암중학교,37.55637704,127.1335796
24175,천일중학교,37.54606923,127.1274859
24176,천호중학교,37.54651915,127.1397027
24177,한산중학교,37.52889882,127.1403008
24178,동북중학교,37.52024247,127.1394497
24179,동신중학교,37.5365683,127.1330956
24180,배재중학교,37.55505627,127.1502436
24181,상일중학교,37.54858859,127.1708234
24182,성덕여자중학교,37.54931814,127.1417303
24183,한영중학교,37.54926086,127.1575749
24184,강일고등학교,37.56390313,127.1780795
24185,둔촌고등학교,37.53142924,127.1438132
24186,명일여자고등학교,37.54978032,127.1495791
24187,선사고등학교,37.55633004,127.1357759
24188,강동고등학교,37.5499136,127.1606685
24189,광문고등학교,37.56045889,127.158547
24190,동북고등학교,37.52024247,127.1394497
24191,배재고등학교,37.55505627,127.1502436
24192,상일미디어고등학교,37.54858859,127.1708234
24193,상일여자고등학교,37.54858859,127.1708234
24194,서울컨벤션고등학교,37.55911248,127.1580075
24195,성덕고등학교,37.54931814,127.1417303
24196,한영고등학교,37.54926086,127.1575749
24197,한영외국어고등학교,37.54926086,127.1575749
24198,주몽학교,37.54630003,127.1631647
24199,한국구화학교,37.55829059,127.1590014
13,서울대학교,37.468038058,126.9592943376
24,한국체육대학교,37.5199046323,127.1320005395
28,서울과학기술대학교,37.6330789279,127.0767947429
31,서울시립대학교,37.5825775765,127.059988127
33,가톨릭대학교,37.5023936158,127.0058606043
35,감리교신학대학교,37.5679167647,126.9618923676
37,건국대학교,37.5391826749,127.0747119023
42,경기대학교,37.5651946924,126.9622241503
50,경희대학교,37.5939491408,127.0548909606
52,고려대학교,37.5864922167,127.0309795766
57,광운대학교,37.6193203482,127.0583380669
60,국민대학교,37.61028784,126.9985206
61,강서대학교,37.5486853053,126.8541565249
73,서울기독대학교,37.6007568622,126.9121924216
74,덕성여자대학교,37.6495090773,127.0163952301
75,동국대학교,37.55893664,126.9987376
77,동덕여자대학교,37.6068148328,127.0411763018
85,명지대학교,37.5803770224,126.9213485309
90,삼육대학교,37.6433573691,127.1088503432
91,상명대학교,37.6041089059,126.9551594966
93,서강대학교,37.55146931,126.943025
94,서경대학교,37.6154147804,127.0135657644
96,서울여자대학교,37.6287826577,127.0889915089
101,성공회대학교,37.4875235978,126.8261635351
102,성균관대학교,37.5872284083,126.9931151163
103,성신여자대학교,37.5916524767,127.0221456165
105,세종대학교,37.5516081379,127.0731831883
108,숙명여자대학교,37.5452862347,126.9654124669
110,숭실대학교,37.4964289689,126.9551579174
116,연세대학교,37.56380644,126.9429309
129,이화여자대학교,37.56446452,126.9502888
135,장로회신학대학교,37.5502659035,127.1031347439
140,중앙대학교,37.5047267238,126.9538339076
144,총신대학교,37.4879290071,126.9667631083
145,추계예술대학교,37.56317672,126.9540593
152,한국성서대학교,37.6489617716,127.0637509635
153,한국외국어대학교,37.5982966772,127.0579424137
160,한성대학교,37.5832358514,127.0103900048
163,한양대학교,37.5545035492,127.0466112168
165,서울한영대학교,37.4965661099,126.8512504636
171,홍익대학교,37.5525192524,126.9249906195
201,서울교육대학교,37.4907404858,127.0154245376
212,한국방송통신대학교,37.5791954862,127.003290881
219,정석대학,37.5462081658,126.8138841209
222,경희사이버대학교,37.5939491408,127.0548909606
226,서울디지털대학교,37.555000498,126.8540200682
227,서울사이버대학교,37.62984392,127.0271231
229,세종사이버대학교,37.5537274683,127.0728868294
230,한국열린사이버대학교,37.59833282,127.0916241
232,고려사이버대학교,37.5869442676,126.9870630256
233,숭실사이버대학교,37.5744754999,126.9887757806
234,디지털서울문화예술대학교,37.58544374,126.9438792
235,한양사이버대학교,37.5571863579,127.0475189747
236,사이버한국외국어대학교,37.5982966772,127.0579424137
243,한국예술종합학교,37.60635811,127.0539408
245,SPC식품과학대학,37.4911278898,126.9095247671
246,국제예술대학교,37.51691937,127.0310425
247,백석예술대학교,37.4803713866,126.9968969543
248,정화예술대학교,37.55985621,126.9847828
290,동양미래대학교,37.4999957879,126.8681696567
296,명지전문대학,37.5853653,126.9256899
299,배화여자대학교,37.5795440102,126.9672918715
305,삼육보건대학교,37.5862119388,127.0635532812
308,서일대학교,37.5860827979,127.0972033101
313,숭의여자대학교,37.55785307,126.9874816
330,인덕대학교,37.6303438662,127.0544999153
350,한양여자대학교,37.5579175887,127.0493218973
368,한국폴리텍,37.5299749717,126.9968169507
392,KCUE대학교,37.4799534975,126.8770082397
395,베뢰아국제대학원대학교,37.5009164398,126.8982487585
401,횃불트리니티신학대학원대학교,37.4793861922,127.034774887
402,수도국제대학원대학교,37.4829985966,126.922662766
403,서울성경신학대학원대학교,37.49031064,126.9136874
404,예명대학원대학교,37.4842221155,127.0237447298
405,서울사회복지대학원대학교,37.51955557,126.9031437
408,국제언어대학원대학교,37.524225199,127.1294853263
410,서울불교대학원대학교,37.4664180215,126.9023257106
411,서울외국어대학원대학교,37.4812785383,127.0389564352
412,서울벤처대학원대학교,37.5107746,127.0443688
415,개신대학원대학교,37.62955491,127.0245062
417,서울과학종합대학원대학교,37.5573935501,126.9485236847
420,동방문화대학원대학교,37.5966566434,126.9914878427
421,북한대학원대학교,37.5858093172,126.9836737756
422,순복음대학원대학교,37.4734161307,126.9818481982
424,한림국제대학원대학교,37.5009760976,127.0514255719
425,한반도국제대학원대학교,37.5430772141,126.960139236
426,서울미디어대학원대학교,37.5582049766,126.8469707855
427,서울상담심리대학원대학교,37.5760847789,126.9959192011
428,한국상담대학원대학교,37.4869165343,127.0239755667
1271,백석대학교,37.4804670815,126.9972060569
1377,한신대학교,37.6350136598,127.0129394124
1421,호서대학교,37.481392801,127.012306526
1627,KDB금융대학교,37.5271224,126.920832
1679,치유상담대학원대학교,37.488529792,126.9954613898
1817,서울여자간호대학교,37.5975698954,126.9477573738
2015,태재대학교,37.583600095,126.9883453223
