,교량명,소재지지번주소,교량 위도,교량 경도
8598,상촌고가차도,서울특별시 서초구 양재동 ,37.4680335,127.0356225
8600,호암대교,서울특별시 금천구 시흥동 ,37.437868,126.900083
8601,호암대교 DOWN RAMP-A교,서울특별시 금천구 시흥동 ,37.4381275,126.8982015
8602,호암대교 DOWN RAMP-B교,서울특별시 금천구 시흥동 ,37.4399835,126.89779250000001
8603,호암대교 UP RAMP교,서울특별시 금천구 시흥동 ,37.436696999999995,126.8999775
8604,여의중류램프교,서울특별시 영등포구 여의도동 ,37.517469000000006,126.919866
8605,정릉천고가도로,서울특별시 성동구 사근동 ,37.562448,127.040914
8609,동부간선진입교,서울특별시 노원구 상계동 ,37.652195500000005,127.05513049999999
8610,우면산고가교,서울특별시 서초구 우면동 ,37.4603845,127.026016
8611,램프E교,서울특별시 강서구 개화동 ,37.5942295,126.8000745
8612,Ramp-J2교,서울특별시 송파구 풍납동 ,37.52751,127.1068895
8613,Ramp-E 교,서울특별시 송파구 신천동 ,37.5271495,127.1060485
8614,Ramp-J1교,서울특별시 송파구 풍납동 ,37.5310885,127.108953
8615,개화 RAMP-F교,서울특별시 강서구 개화동 ,37.592150000000004,126.8003095
8616,개화 RAMP-F1교,서울특별시 강서구 개화동 ,37.5925805,126.8022225
8617,영동6교,서울특별시 강남구 개포동 ,37.4933915,127.0716275
8618,반포대교,서울특별시 용산구 서빙고동 ,37.514495,126.996543
8619,원효대교,서울특별시 용산구 이촌동 ,37.526807500000004,126.9454045
8620,한남대교,서울특별시 용산구 한남동 ,37.526939,127.013385
8622,한강대교,서울특별시 용산구 이촌동 ,37.5178225,126.9590295
8624,용비교,서울특별시 성동구 금호동4가 ,37.5453145,127.0303905
8625,성수대교,서울특별시 성동구 성수동1가 ,37.5373525,127.0350545
8626,동호대교,서울특별시 성동구 옥수동 ,37.536123,127.02115950000001
8627,올림픽대교,서울특별시 송파구 신천동 ,37.533715,127.104319
8628,잠실철교,서울특별시 광진구 구의동 ,37.528759,127.0988
8629,비우당교,서울특별시 성동구 상왕십리동 ,37.570786,127.026632
8630,구룡교,서울특별시 마포구 상암동 ,37.577647999999996,126.870503
8631,신정교,서울특별시 구로구 신도림동 ,37.517071,126.87835849999999
8632,가양대교,서울특별시 강서구 가양동 ,37.569587999999996,126.861186
8633,금천교,서울특별시 금천구 가산동 ,37.46528,126.8851785
8634,양평교,서울특별시 영등포구 양평동 ,37.539092,126.886867
8635,봉은교,서울특별시 송파구 잠실동 ,37.5156105,127.068222
8636,탄천1교,서울특별시 강남구 일원동 ,37.5001585,127.082296
8637,광진교,서울특별시 광진구 광장동 ,37.544292,127.11471449999999
8638,광명고가교,서울특별시 구로구 고척동 ,37.4921675,126.869224
8639,행주대교,서울특별시 강서구 개화동 ,37.5979645,126.8098295
8641,숯내교,서울특별시 송파구 문정동 ,37.478869,127.115478
8642,한남1고가도로교,서울특별시 용산구 한남동 ,37.540844,127.0028205
8643,워커힐고가도로교,서울특별시 광진구 광장동 ,37.556325,127.11286899999999
8644,보라매고가도로교,서울특별시 관악구 신림동 ,37.487516,126.9086165
8645,사당고가도로교,서울특별시 서초구 방배동 ,37.476468,126.98193950000001
8646,이수고가도로교,서울특별시 서초구 방배동 ,37.4994755,126.985581
8647,두무개다리고가도로교,서울특별시 용산구 한남동 ,37.53495,127.013945
8648,모래내고가교,서울특별시 마포구 연남동 ,37.566491,126.918138
8649,오류고가도로교,서울특별시 구로구 오류동 ,37.4922845,126.83223749999999
8650,영등포역고가도로교,서울특별시 영등포구 영등포동 ,37.515143,126.905302
8651,영동대교북단고가교,서울특별시 성동구 성수동2가 ,37.536978500000004,127.0610735
8652,구리암사대교,서울특별시 강동구 암사동 ,37.569151500000004,127.131795
8653,겸재교,서울특별시 중랑구 면목동 ,37.585313,127.073678
8654,메뚜기다리,서울특별시 은평구 진관동 ,37.6291455,126.929834
8655,서해안로 연결램프교,서울특별시 구로구 개봉동 ,37.49540450000001,126.8492325
8656,아천IC Ramp-B,서울특별시 광진구 광장동 ,37.5728995,127.1276795
8657,아천IC Ramp-C,서울특별시 광진구 광장동 ,37.571723,127.1285645
8658,암사 IC Ramp-G,서울특별시 강동구 암사동 ,37.5661025,127.1330625
8659,암사IC Ramp-A,서울특별시 강동구 암사동 ,37.5658245,127.135548
8660,암사IC Ramp-D,서울특별시 강동구 암사동 ,37.566098,127.133054
8661,암사IC Ramp-E,서울특별시 강동구 암사동 ,37.565988000000004,127.1343005
8662,월드컵대교,서울특별시 마포구 상암동 ,37.5617975,126.8883605
8663,응봉교,서울특별시 성동구 응봉동 ,37.5494315,127.03593000000001
8664,월드컵대교 남단연결로 RAMP-A교,서울특별시 영등포구 양화동 ,37.551364500000005,126.884985
8665,월드컵대교 남단연결로 RAMP-F교,서울특별시 영등포구 양화동 ,37.549271,126.88279750000001
8666,월드컵대교 남단연결로 강남RAMP-BR2교,서울특별시 영등포구 양화동 ,37.549155,126.8830835
8667,월드컵대교 남단접속교,서울특별시 영등포구 양화동 ,37.551459,126.88484700000001
8669,월드컵대교 북단연결로 RAMP-D교,서울특별시 마포구 상암동 ,37.5613065,126.888188
8670,월드컵대교 북단연결로 RAMP-E교,서울특별시 마포구 상암동 ,37.559612,126.888289
8671,월드컵대교 북단접속교,서울특별시 마포구 상암동 ,37.562006,126.887247
8673,월드컵대교 주경간교,서울특별시 마포구 상암동 ,37.556493,126.88552849999999
8674,사성교,서울특별시 구로구 구로동 ,37.492202,126.870622
8676,장월교,서울특별시 노원구 월계동 ,37.618010999999996,127.057076
8677,월드컵대교 남단연결로 RAMP-B-BR1교,서울특별시 영등포구 양화동 ,37.548452499999996,126.8814955
8678,월드컵대교 남단연결로 강남RAMP-BR1교,서울특별시 영등포구 양화동 ,37.548564999999996,126.8824235
8679,사당IC교,서울특별시 서초구 방배동 ,37.4701995,126.9859935
8681,선암교,서울특별시 서초구 우면동 ,37.461686,127.0206225
8683,아치울교,서울특별시 광진구 광장동 ,37.576322000000005,127.124242
8685,장자천교,서울특별시 광진구 광장동 ,37.5753635,127.1257095
8687,선암고가교,서울특별시 서초구 우면동 ,37.460153500000004,127.020297
8696,동부간선진출램프교,서울특별시 강남구 수서동 ,37.4829925,127.110633
8697,진입로C,서울특별시 양천구 신정동 ,37.510129,126.86126949999999
8698,신정양천 정문 진입로,서울특별시 양천구 신정동 ,37.509943,126.866043
8699,신정양천 중문 진입로,서울특별시 양천구 신정동 ,37.5100145,126.86595399999999
8700,신정양천 후문진입로,서울특별시 양천구 신정동 ,37.511512999999994,126.863039
8701,탄천우안 진출램프,서울특별시 송파구 문정동 ,37.4824815,127.114799
8702,잠수교,서울특별시 용산구 서빙고동 ,37.5147505,126.996468
8703,신영교,서울특별시 종로구 신영동 ,37.601732,126.961364
8704,세검3교,서울특별시 종로구 신영동 ,37.6039855,126.9631445
8705,평창3교,서울특별시 종로구 평창동 ,37.613402,126.977845
8706,평창4교,서울특별시 종로구 평창동 ,37.615111999999996,126.9795625
8707,평창5교,서울특별시 종로구 평창동 ,37.615235999999996,126.97976700000001
8708,평창7교,서울특별시 종로구 평창동 ,37.607418499999994,126.97233800000001
8709,평창8교,서울특별시 종로구 평창동 ,37.606211,126.9703625
8710,옥천제3교,서울특별시 종로구 홍지동 ,37.599152000000004,126.95664550000001
8711,홍지교,서울특별시 종로구 홍지동 ,37.599791499999995,126.9574535
8712,서계교,서울특별시 용산구 서계동 ,37.551863499999996,126.964523
8713,도닥다리교,서울특별시 용산구 후암동 ,37.548460500000004,126.9822805
8714,백범교,서울특별시 용산구 도원동 ,37.540309,126.95667399999999
8715,이촌고가차도,서울특별시 용산구 한강로3가 ,37.524976,126.95769899999999
8716,살곶이다리,서울특별시 성동구 성수동1가 ,37.5532185,127.0464915
8717,안감교,서울특별시 동대문구 신설동 ,37.578418,127.026796
8718,용신교,서울특별시 동대문구 신설동 ,37.5710665,127.0278335
8719,용두1교,서울특별시 동대문구 용두동 ,37.5764545,127.03459000000001
8720,배봉차도육교고가,서울특별시 동대문구 전농동 ,37.578238,127.06355049999999
8721,청량차도육교고가,서울특별시 동대문구 청량리동 ,37.5867355,127.04700650000001
8722,청량리역구내민자역사고가도로 A Line,서울특별시 동대문구 전농동 ,37.581019999999995,127.049134
8723,청량리역구내민자역사고가도로 B Line ,서울특별시 동대문구 전농동 ,37.581002,127.0491285
8724,청량차도육교,서울특별시 동대문구 청량리동 ,37.5867345,127.04700650000001
8725,배봉차도육교,서울특별시 동대문구 전농동 ,37.5782555,127.06353949999999
8726,번창교,서울특별시 강북구 번동 ,37.6423565,127.0317055
8727,신창교,서울특별시 강북구 번동 ,37.633125,127.03917
8728,누원1교,서울특별시 도봉구 도봉동 ,37.680572999999995,127.044588
8729,무수교,서울특별시 도봉구 도봉동 ,37.678512,127.040278
8730,상도교,서울특별시 도봉구 도봉동 ,37.686457000000004,127.0512445
8731,서원내다리,서울특별시 도봉구 도봉동 ,37.6862705,127.0410095
8732,제1무수교,서울특별시 도봉구 도봉동 ,37.677842999999996,127.03583649999999
8733,모래말본교,서울특별시 도봉구 창동 ,37.6621265,127.044603
8734,방학동725교,서울특별시 도봉구 창동 ,37.660923499999996,127.0506925
8735,근화교,서울특별시 도봉구 쌍문동 ,37.651703,127.014641
8736,백운교,서울특별시 도봉구 쌍문동 ,37.6555435,127.0142985
8737,쌍수교,서울특별시 도봉구 쌍문동 ,37.6545015,127.01441299999999
8738,어울교,서울특별시 도봉구 쌍문동 ,37.660994,127.036373
8739,우이천교,서울특별시 도봉구 쌍문동 ,37.6581415,127.01462649999999
8740,누원교,서울특별시 도봉구 도봉동 ,37.679961500000005,127.0435475
8741,수원교,서울특별시 도봉구 도봉동 ,37.68305,127.043476
8742,만세교,서울특별시 도봉구 도봉동 ,37.677062500000005,127.02963199999999
8743,세일교,서울특별시 도봉구 도봉동 ,37.6765135,127.0319875
8744,제2무수교,서울특별시 도봉구 도봉동 ,37.6791195,127.04225249999999
8745,쌍우교,서울특별시 도봉구 쌍문동 ,37.6496565,127.014815
8746,제일시장앞교,서울특별시 도봉구 방학동 ,37.661764000000005,127.037732
8747,모래말1교,서울특별시 도봉구 창동 ,37.661415,127.0488785
8748,쌍문동709앞교,서울특별시 도봉구 방학동 ,37.661756999999994,127.03918949999999
8749,제3무수교,서울특별시 도봉구 도봉동 ,37.678433,127.03736
8750,쌍문707교,서울특별시 도봉구 방학동 ,37.661722499999996,127.0409135
8751,모래말2교,서울특별시 도봉구 방학동 ,37.662194,127.0449145
8752,방학동674-35교,서울특별시 도봉구 방학동 ,37.6617725,127.03851399999999
8753,방학동675-20교,서울특별시 도봉구 방학동 ,37.661744999999996,127.03996000000001
8754,신도봉교,서울특별시 도봉구 도봉동 ,37.680496,127.0476195
8755,석천교,서울특별시 도봉구 쌍문동 ,37.661343,127.01467650000001
8756,쌍문294교,서울특별시 도봉구 쌍문동 ,37.6606585,127.0356685
8757,창번2교,서울특별시 도봉구 창동 ,37.6385555,127.03429249999999
8758,창번교,서울특별시 도봉구 창동 ,37.635577,127.037999
8759,누원교마을마당,서울특별시 도봉구 도봉동 ,37.679872,127.043351
8760,구묵동교,서울특별시 중랑구 묵동 ,37.618193500000004,127.078814
8761,초안교,서울특별시 도봉구 창동 ,37.631134,127.041653
8762,새싹교,서울특별시 노원구 중계동 ,37.657345500000005,127.0720015
8763,벼루말교,서울특별시 노원구 월계동 ,37.620051000000004,127.05437
8764,노원마을교,서울특별시 노원구 상계동 ,37.68482,127.0544755
8765,지축교,서울특별시 은평구 진관동 ,37.6456995,126.9212325
8766,삼천교,서울특별시 은평구 진관동 ,37.6445845,126.94030649999999
8767,신흥상가교,서울특별시 은평구 응암동 ,37.595676,126.91529399999999
8768,옥방아다리,서울특별시 은평구 진관동 ,37.635087999999996,126.9189265
8769,물푸레교,서울특별시 은평구 진관동 ,37.6342115,126.9153705
8770,금방아다리,서울특별시 은평구 진관동 ,37.6390995,126.9179725
8771,상림교,서울특별시 은평구 진관동 ,37.645810499999996,126.927562
8772,진관교,서울특별시 은평구 진관동 ,37.633269,126.922901
8773,삼각산교,서울특별시 은평구 진관동 ,37.644295,126.929347
8774,하늬버들잎다리,서울특별시 은평구 진관동 ,37.632394500000004,126.92439200000001
8775,새버들잎다리,서울특별시 은평구 진관동 ,37.632606,126.92681999999999
8776,만남의다리,서울특별시 은평구 진관동 ,37.631695,126.9286295
8777,구파발교,서울특별시 은평구 진관동 ,37.6346825,126.9205445
8778,밥할머니교,서울특별시 은평구 진관동 ,37.6280805,126.93511699999999
8779,배다리,서울특별시 은평구 진관동 ,37.642791,126.916988
8780,금계수교,서울특별시 은평구 진관동 ,37.639822,126.917872
8781,탑동교,서울특별시 은평구 진관동 ,37.6414905,126.917325
8782,방패교,서울특별시 은평구 진관동 ,37.6472895,126.938395
8783,서오릉고개 녹지연결로,서울특별시 은평구 구산동 ,37.619108,126.90574699999999
8784,금란교,서울특별시 은평구 진관동 ,37.6433245,126.9164675
8785,옥란교,서울특별시 은평구 진관동 ,37.6420895,126.917173
8786,폭포동교,서울특별시 은평구 진관동 ,37.628101,126.9341665
8787,금화1교,서울특별시 은평구 진관동 ,37.6343035,126.91485349999999
8788,금화2교,서울특별시 은평구 진관동 ,37.634161,126.912896
8789,비둘기다리,서울특별시 은평구 진관동 ,37.6397035,126.93627649999999
8790,코스모스다리,서울특별시 은평구 진관동 ,37.637606000000005,126.93779649999999
8791,증산3교,서울특별시 서대문구 북가좌동 ,37.580155000000005,126.90628
8792,충정2교,서울특별시 서대문구 충정로3가 ,37.5624025,126.96469099999999
8793,옥천2교,서울특별시 서대문구 홍은동 ,37.5969815,126.95070949999999
8794,홍은대교,서울특별시 서대문구 홍제동 ,37.597479500000006,126.946619
8795,옥천교,서울특별시 서대문구 홍은동 ,37.596408999999994,126.954527
8796,포방교,서울특별시 서대문구 홍은동 ,37.598396,126.948931
8797,홍은교,서울특별시 서대문구 홍제동 ,37.594463000000005,126.946945
8798,홍전교,서울특별시 서대문구 홍제동 ,37.596194,126.946737
8799,홍제3교,서울특별시 서대문구 홍은동 ,37.588055499999996,126.93611250000001
8800,옥천3교,서울특별시 서대문구 홍제동 ,37.596751499999996,126.95622750000001
8801,금화터널입구고가교,서울특별시 서대문구 신촌동 ,37.568165,126.9480045
8802,증가로차도육교,서울특별시 서대문구 연희동 ,37.5733095,126.928189
8803,와우교,서울특별시 마포구 동교동 ,37.5556395,126.930742
8804,희망교,서울특별시 영등포구 양평동 ,37.53796,126.8885305
8805,신정잠수교,서울특별시 영등포구 문래동5가 ,37.518547,126.879783
8806,상오정교,서울특별시 강서구 오쇠동 ,37.537986000000004,126.7972255
8807,개명교,서울특별시 구로구 개봉동 ,37.4816865,126.8500175
8808,개웅교,서울특별시 구로구 개봉동 ,37.483695,126.8542805
8809,철산2교,서울특별시 구로구 개봉동 ,37.4879005,126.8594835
8810,구로2교,서울특별시 영등포구 대림동 ,37.492005500000005,126.89540400000001
8811,신도림교,서울특별시 영등포구 대림동 ,37.50739,126.8936465
8812,신도림1교,서울특별시 구로구 신도림동 ,37.5095905,126.8919265
8813,새말고가교,서울특별시 구로구 구로동 ,37.501492999999996,126.881529
8814,금천과선교,서울특별시 금천구 독산동 ,37.461825000000005,126.8912265
8815,독산보도교,서울특별시 금천구 독산동 ,37.455635,126.892483
8816,고구동산교,서울특별시 동작구 본동 ,37.5091115,126.95370399999999
8817,한국냉장앞고가교,서울특별시 동작구 노량진동 ,37.514975,126.944974
8818,흑석유수지고가교,서울특별시 동작구 흑석동 ,37.508305,126.963369
8819,동방2교,서울특별시 관악구 신림동 ,37.4712085,126.93515500000001
8820,문화교,서울특별시 관악구 신림동 ,37.4780595,126.9329855
8822,신림4~5동교,서울특별시 관악구 신림동 ,37.485451,126.924418
8823,신림교,서울특별시 관악구 신림동 ,37.4818425,126.92888099999999
8824,신성1교,서울특별시 관악구 신림동 ,37.4709615,126.93683300000001
8825,신성교,서울특별시 관악구 신림동 ,37.470857499999994,126.93772849999999
8826,양산교,서울특별시 관악구 신림동 ,37.473895,126.933839
8828,신설교량2,서울특별시 관악구 신림동 ,37.469919000000004,126.94458750000001
8829,새원1교,서울특별시 서초구 원지동 ,37.453544,127.047526
8830,새원2교,서울특별시 서초구 원지동 ,37.4541395,127.0483845
8831,사평로~신반포로 연결 교량반포천2교,서울특별시 서초구 반포동 ,37.500958499999996,126.996112
8832,샘마을육교,서울특별시 서초구 내곡동 ,37.4638035,127.07091
8833,반포천1교,서울특별시 서초구 반포동 ,37.499822,126.996715
8834,영동4교,서울특별시 강남구 개포동 ,37.487521,127.05649149999999
8835,대왕교,서울특별시 강남구 세곡동 ,37.4670325,127.122849
8836,휘여울소교,서울특별시 강남구 세곡동 ,37.4653905,127.0951835
8837,실여울교,서울특별시 강남구 세곡동 ,37.465951000000004,127.09938149999999
8838,성내7교,서울특별시 송파구 오금동 ,37.505677500000004,127.1366735
8839,마천교,서울특별시 송파구 마천동 ,37.4999355,127.146154
8840,고덕보도육교,서울특별시 강동구 고덕동 ,37.5607975,127.15981099999999
8841,신암보도육교,서울특별시 강동구 암사동 ,37.5549075,127.132808
8842,암사 보도육교,서울특별시 강동구 암사동 ,37.5549,127.1276755
8843,천동 보도육교,서울특별시 강동구 천호동 ,37.5406,127.1369015
24568,금천고가교,서울특별시 금천구 시흥동 ,37.441936,126.899675
25346,원지2교,서울특별시 서초구 원지동 ,37.441914,127.059142
25350,원지1교,서울특별시 서초구 원지동 ,37.456747,127.046344
25353,양재육교,서울특별시 서초구 양재동 ,37.463249,127.040142
25570,중랑IC3교,서울특별시 중랑구 신내동 ,37.577292,127.14088
25719,송파IC교,서울특별시 송파구 장지동 ,37.470399,127.125191
25722,송파IC1교,서울특별시 송파구 장지동 ,37.470399,127.125191
25723,송파IC2교,서울특별시 송파구 거여동 ,37.477105,127.132244
25726,송파IC3교,서울특별시 송파구 장지동 ,37.477105,127.132244
25727,사자교,서울특별시 송파구 장지동 ,37.485344,127.13598
25731,거여고가교,서울특별시 송파구 거여동 ,37.502363,127.143191
25770,상일IC3교,서울특별시 강동구 상일동 ,37.550227,127.17893
25771,상일IC1교,서울특별시 강동구 상일동 ,37.550227,127.17893
25772,상일IC2교,서울특별시 강동구 상일동 ,37.550227,127.17893
25773,상일IC교,서울특별시 강동구 상일동 ,37.550227,127.17893
25775,상일IC7교,서울특별시 강동구 상일동 ,37.550227,127.17893
25776,상일IC6교,서울특별시 강동구 상일동 ,37.550227,127.17893
25777,강일교,서울특별시 강동구 강일동 ,37.566883,127.170658
25781,강동대교,서울특별시 강동구 강일동 ,37.574329,127.164315
25784,강일IC1교,서울특별시 강동구 강일동 ,37.574329,127.164315
25785,강일IC2교,서울특별시 강동구 강일동 ,37.574329,127.164315
25786,강일IC3교,서울특별시 강동구 강일동 ,37.574329,127.164315
25787,강일IC4교,서울특별시 강동구 강일동 ,37.574329,127.164315
25858,송파IC4교,서울특별시 송파구 장지동 ,37.477107,127.1321445
25859,송파IC5교,서울특별시 송파구 장지동 ,37.4771,127.1321105
25860,송파IC6교,서울특별시 송파구 장지동 ,37.4770665,127.1320875
25861,송파IC7교,서울특별시 송파구 장지동 ,37.4770595,127.13207349999999
33544,김포공항IC램프교,서울특별시 강서구 개화동 ,37.582527999999996,126.79756750000001
33546,개화육교,서울특별시 강서구 개화동 ,37.585252499999996,126.7982765
33868,덕릉교,서울특별시 노원구 상계동 ,37.676496,127.087098
34177,세곡교,서울특별시 강남구 세곡동 ,37.464366,127.0930505
34178,헌릉IC1교,서울특별시 서초구 내곡동 ,37.463491000000005,127.0898465
34179,헌릉IC2교,서울특별시 서초구 내곡동 ,37.4639115,127.0892305
34180,헌릉IC3교,서울특별시 강남구 세곡동 ,37.4640255,127.0912395
34517,중랑IC1교,서울특별시 중랑구 신내동 ,37.578649,127.129926
34522,중랑IC2교,서울특별시 중랑구 신내동 ,37.590105,127.115069
34525,중랑IC교,서울특별시 중랑구 신내동 ,37.608122,127.114831
34891,충성교,서울특별시 강서구 외발산동 ,37.545182,126.8216945
34892,단결교,서울특별시 강서구 외발산동 ,37.544973,126.8217995
34922,국내선 고가도로 램프구간,서울특별시 강서구 방화동 ,37.5669515,126.80424049999999
34924,국제선 제1고가도로,서울특별시 강서구 방화동 ,37.570898,126.80354750000001
34925,국제선 제2고가도로,서울특별시 강서구 방화동 ,37.566321,126.803873
34929,인천공항방향 고가도로,서울특별시 강서구 방화동 ,37.570969000000005,126.80370099999999
34933,구중교,서울특별시 송파구 방이동 ,37.523812,127.1171925
34935,무지개다리,서울특별시 송파구 방이동 ,37.5249065,127.123628
34936,청룡교,서울특별시 송파구 방이동 ,37.523211,127.1275085
34967,공대교량,서울특별시 관악구 신림동 ,37.4557265,126.94965450000001
